1. SAMOSIR,,,,,,,,,,
Nama Kawasan (area_name),Lingkungan (environment),Kelurahan (villages),Kecamatan (district_id),Kabupaten/Kota (region_id),Total Luas (total_area),Total Penduduk (total_population),Tingkat Kekumuhan (slum_value),Tahun (year_inspected),Latitude,Longitude
Permukiman Asri 15,DS004-00000,Tigapanah,120604,1206,7.70,1112,40,2023,3.44017,98.313037
Permukiman Tradisional & Wisata 1,DS002-00000,Kandibata,120601,1206,2.72,525,30,2023,3.085937,98.431214
Permukiman Tradisional & Wisata 2,DS005-00000,Kandibata,120601,1206,1.43,546,28,2023,3.099582,98.408891
Kota Agrowisata 1,LK001-00000,Gundaling II,120602,1206,4.72,714,24,2023,3.183733,98.50338
Kota Agrowisata 2,LK002-00000,Gundaling II,120602,1206,2.41,714,24,2023,3.183733,98.50338
Kota Agrowisata 3,LK003-00000,Gundaling II,120602,1206,1.81,540,23,2023,3.18713,98.507169
Kota Agrowisata 4,LK007-00000,Gundaling II,120602,1206,0.68,679,25,2023,3.189669,98.507554
Kota Agrowisata 5,DS003-00000,Sempajaya,120602,1206,0.86,865,25,2023,3.201814,98.522953
Kota Agrowisata 6,DS005-00000,Sempajaya,120602,1206,1.63,960,22,2023,3.1945,98.515063
Kota Agrowisata 7,DS006-00000,Sempajaya,120602,1206,0.43,404,33,2023,3.201021,98.51606
Kota Agrowisata 8,DS007-00000,Sempajaya,120602,1206,2.05,1101,27,2023,3.203065,98.509351
Kota Agrowisata 9,DS008-00000,Sempajaya,120602,1206,0.94,477,27,2023,3.199166,98.509096
Kota Agrowisata 10,DS009-00000,Sempajaya,120602,1206,1.02,407,29,2023,3.207434,98.512415
Kota Agrowisata 11,DS001-00000,Lau Gumba,120602,1206,1.41,368,19,2023,3.201561,98.511292
Kota Agrowisata 12,DS003-00000,Lau Gumba,120602,1206,1.13,305,25,2023,3.200477,98.511929
Kota Agrowisata 13,DS004-00000,Lau Gumba,120602,1206,0.33,594,16,2023,3.202866,98.509892
Kota Agrowisata 14,LK005-00000,Tambak Lau Mulgap II,120602,1206,1.42,564,21,2023,3.112035,98.304254
Kota Agrowisata 15,DS001-00000,RumahBerastagi,120602,1206,2.81,955,27,2023,3.179501,98.512666
Kota Agrowisata 16,DS003-00000,RumahBerastagi,120602,1206,3.98,1105,32,2023,3.17783,98.509104
Kota Agrowisata 17,DS004-00000,RumahBerastagi,120602,1206,1.20,1094,34,2023,3.176009,98.509577
Kota Agrowisata 18,DS005-00000,RumahBerastagi,120602,1206,0.47,934,34,2023,3.172474,98.510242
Kota Agrowisata 19,DS007-00000,RumahBerastagi,120602,1206,1.91,545,25,2023,3.177634,98.512763
Kota Agrowisata 20,DS008-00000,RumahBerastagi,120602,1206,3.66,1286,30,2023,3.173932,98.514258
Permukiman Asri 1,DS001-00000,Raya,120602,1206,3.02,599,22,2023,3.154268,98.516648
Permukiman Asri 2,DS002-00000,Raya,120602,1206,1.85,622,24,2023,3.155553,98.51064
Permukiman Asri 3,DS006-00000,Raya,120602,1206,0.56,149,27,2023,3.154825,98.506477
KSPN 1,DS001-00000,Merek,120605,1206,2.45,520,28,2023,2.565143,98.312433
KSPN 2,DS002-00000,Merek,120605,1206,7.43,1050,34,2023,2.564038,98.312469
KSPN 3,DS03-00000,Merek,120605,1206,0.46,672,28,2023,2.564609,98.312028
,,,,,,,,,,
22. MEDAN,,,,,,,,,,
Harjosari I,LK009-00000,Harjosari I,127109,1271,8.74,687,19,2022,3.541233,98.707097
Situs Kota Cina 1,LK006-00000,Paya Pasir,127112,1271,1.93,645,27,2022,3.724586,98.657283
Situs Kota Cina 2,LK007-00000,Paya Pasir,127112,1271,2.89,1299,28,2022,3.722922,98.655997
Situs Kota Cina 3,LK008-00000,Paya Pasir,127112,1271,5.52,2445,17,2022,3.718547,98.655989
Situs Kota Cina 4,LK009-00000,Paya Pasir,127112,1271,7.76,1321,19,2022,3.715697,98.655608
Rengas Pulau 1,LK001-00000,Rengas Pulau,127112,1271,6.66,751,19,2022,3.717089,98.676668
Rengas Pulau 2,LK024-00000,Rengas Pulau,127112,1271,7.46,2839,20,2022,3.698653,98.664297
Rengas Pulau 3,LK031-00000,Rengas Pulau,127112,1271,4.28,1658,16,2022,3.708853,98.673144
Rengas Pulau 4,LK033-00000,Rengas Pulau,127112,1271,1.60,1035,21,2022,3.714439,98.669342
Tikun 1,LK002-00000,Titi Kuning,127111,1271,6.75,2606,19,2022,3.544817,98.684389
Tikun 2,LK011-00000,Titi Kuning,127111,1271,6.03,2632,19,2022,3.533128,98.684311
Tikun 3,LK015-00000,Titi Kuning,127111,1271,7.40,1688,23,2022,3.528444,98.684431
Kedai Durian 1,LK002-00000,Kedai Durian,127111,1271,1.81,2161,21,2022,3.521628,98.689983
Kedai Durian 2,LK004-00000,Kedai Durian,127111,1271,4.78,4505,17,2022,3.522544,98.687772
Kedai Durian 3,LK005-00000,Kedai Durian,127111,1271,7.04,1428,22,2022,3.519083,98.6849
Mabar,LK011-00000,Mabar,127106,1271,3.17,2101,17,2022,3.653878,98.675975
TJ Mulia Hilir 1,LK006-00000,Tanjung Mulia Hilir,127106,1271,2.98,1489,22,2022,3.648836,98.667433
TJ Mulia Hilir 2,LK015-00000,Tanjung Mulia Hilir,127106,1271,2.20,1454,26,2022,3.643778,98.675264
TJ Mulia Hilir 3,LK018-00000,Tanjung Mulia Hilir,127106,1271,3.08,1264,16,2022,3.647044,98.680586
TJ Mulia Hilir 4,LK019-00000,Tanjung Mulia Hilir,127106,1271,5.18,1635,17,2022,3.64385,98.682803
TJ Mulia Hilir 5,LK022-00000,Tanjung Mulia Hilir,127106,1271,4.70,1300,17,2022,3.646397,98.675225
Ti Gusta,LK002-00000,Tanjung Gusta,127103,1271,14.12,5413,22,2022,3.614589,98.602064
Sunggal 1,LK009-00000,Sunggal,127102,1271,4.48,1665,17,2022,3.569028,98.622208
Sunggal 2,LK011-00000,Sunggal,127102,1271,3.59,2059,24,2022,3.57408,98.610311
Lalang 1,LK001-00000,Lalang,127102,1271,1.60,903,24,2022,3.600269,98.607847
Lalang 2,LK005-00000,Lalang,127102,1271,3.04,216,17,2022,3.594742,98.608469
Mangrove 1,LK002-00000,Belawan Bahagia,127108,1271,6.79,377,21,2022,3.768236,98.677697
Mangrove 2,LK003-00000,Belawan Bahagia,127108,1271,1.33,760,21,2022,3.766544,98.682072
Mangrove 3,LK004-00000,Belawan Bahagia,127108,1271,1.27,402,41,2022,3.765942,98.681672
Mangrove 4,LK005-00000,Belawan Bahagia,127108,1271,1.19,432,24,2022,3.766056,98.681286
Mangrove 5,LK006-00000,Belawan Bahagia,127108,1271,1.07,306,29,2022,3.765997,98.680742
Mangrove 6,LK007-00000,Belawan Bahagia,127108,1271,2.20,292,35,2022,3.766155,98.680069
Mangrove 7,LK010-00000,Belawan Bahagia,127108,1271,1.38,526,31,2022,3.7665,98.679056
Mangrove 8,LK011- 00000,Belawan Bahagia,127108,1271,1.75,312,25,2022,3.766714,98.678325
Mangrove 9,LK017-00000,Belawan Bahagia,127108,1271,2.15,735,22,2022,3.767806,98.676567
Mangrove 10,LK012-00000,Belawan I,127108,1271,0.88,2144,44,2022,3.787611,98.684725
Mangrove 11,LK014-00000,Belawan I,127108,1271,1.03,414,23,2022,3.7747,98.680539
Mangrove 12,LK015-00000,Belawan I,127108,1271,1.02,75,24,2022,3.774325,98.680253
Mangrove 13,LK029-00000,Belawan I,127108,1271,3.59,1620,22,2022,3.770681,98.676964
Mangrove 14,LK030-00000,Belawan I,127108,1271,1.35,1027,21,2022,3.770139,98.677514
Belawan II 1,LK003-00000,Belawan II,127108,1271,6.78,609,26,2022,3.77649,98.68239
Belawan II 2,LK022-00000,Belawan II,127108,1271,1.64,291,21,2022,3.774728,98.683045
Belawan II 3,LK023-00000,Belawan II,127108,1271,1.57,448,33,2022,3.774362,98.682982
Belawan II 4,LK027-00000,Belawan II,127108,1271,0.88,272,21,2022,3.771899,98.682218
Belawan II 5,LK028-00000,Belawan II,127108,1271,1.33,315,23,2022,3.781361,98.68388
Belawan II 6,LK029-00000,Belawan II,127108,1271,4.55,650,33,2022,3.772806,98.684225
Belawan II 7,LK030-00000,Belawan II,127108,1271,3.48,777,31,2022,3.77364,98.684653
Belawan II 8,LK031-00000,Belawan II,127108,1271,3.25,329,33,2022,3.774796,98.684966
Belawan II 9,LK032-00000,Belawan II,127108,1271,3.46,678,28,2022,3.77721,98.686019
Belawan II 10,LK033-00000,Belawan Il,127108,1271,2.21,584,40,2022,3.777564,98.685888
Belawan II 11,LK038-00000,Belawan Il,127108,1271,1.85,801,33,2022,3.781411,98.683602
Belawan II 12,LK040-00000,Belawan II,127108,1271,1.60,98,30,2022,3.782389,98.686477
Bagan Deli 1,LK002-00000,Bagan Deli,127108,1271,3.33,749,18,2022,3.786842,98.704158
Bagan Deli 2,LK005- 00000,Bagan Deli,127108,1271,1.91,1811,29,2022,3.772336,98.703283
Bagan Deli 3,LK006- 00000,Bagan Deli,127108,1271,2.26,857,22,2022,3.773461,98.703303
Bagan Deli 4,LK015-00000,Bagan Deli,127108,1271,4.65,1458,29,2022,3.773461,98.701778
Mangrove 1,LK004-00000,Belawan Bahari,127108,1271,3.59,844,26,2022,3.758028,98.676094
Mangrove 2,LK005-00000,Belawan Bahari,127108,1271,8.02,816,16,2022,3.758517,98.676461
Mangrove 3,LK006-00000,Belawan Bahari,127108,1271,1.54,637,21,2022,3.756656,98.678297
Mangrove 4,LK017-00000,Belawan Pulau Sicanang,127108,1271,10.98,729,19,2022,3.754961,98.654415
Martubung 1,LK001-00000,Martubung,127113,1271,2.38,2012,23,2022,3.703956,98.679964
Martubung 2,LK003-00000,Martubung,127113,1271,11.02,1445,22,2022,3.7086,98.685622
Martubung 3,LK004-00000,Martubung,127113,1271,4.90,2650,26,2022,3.715703,98.680947
Martubung 4,LK005-00000,Martubung,127113,1271,7.71,2252,16,2022,3.710992,98.687119
Martubung 5,LK006-00000,Martubung,127113,1271,2.53,4580,17,2022,3.720928,98.681883
Martubung 6,LK007-00000,Martubung,127113,1271,4.99,2972,30,2022,3.720622,98.677308
Sei Mati 1,LK007-00000,Sei mati,127113,1271,5.53,702,29,2022,3.722122,98.688153
Sei Mati 2,LK010-00000,Sei mati,127113,1271,4.56,1038,26,2022,3.72313,98.688686
Sei Mati 3,LK011-00000,Sei mati,127113,1271,3.02,765,27,2022,3.723947,98.686636
Sei Mati 4,LK012-00000,Sei mati,127113,1271,1.49,786,29,2022,3.724467,98.686908
Sei Mati 5,LK-014-00000,Sei mati,127113,1271,0.96,776,24,2022,3.725658,98.685239
Sei Mati 6,LK015-00000,Sei mati,127113,1271,2.73,849,27,2022,3.6825,98.696631
Tangkahan 1,LK002-00000,Tangkahan,127113,1271,6.41,675,18,2022,3.682772,98.690547
Tangkahan 2,LK006-00000,Tangkahan,127113,1271,13.49,2709,16,2022,3.6875,98.6925
Tangkahan 3,LK007-00000,Tangkahan,127113,1271,4.64,1066,25,2022,3.755594,98.697731
Kampung Nelayan 1,LK001-00000,Nelayan Indah,127113,1271,4.45,1241,24,2022,3.753319,98.697308
Kampung Nelayan 2,LK002-00000,Nelayan Indah,127113,1271,4.77,1576,22,2022,3.754853,98.696789
Kampung Nelayan 3,LK003-00000,Nelayan Indah,127113,1271,3.08,888,22,2022,3.75555,98.700278
Kampung Nelayan 4,LK004-00000,Nelayan Indah,127113,1271,3.71,1090,22,2022,3.752078,98.699461
Kampung Nelayan 5,LK005-00000,Nelayan Indah,127113,1271,4.80,1271,28,2022,3.755214,98.699986
Kampung Nelayan 6,LK007-00000,Nelayan Indah,127113,1271,2.95,1271,23,2022,3.740014,98.677653
Kampung Nelayan 7,LK008-00000,Nelayan Indah,127113,1271,4.81,1196,25,2022,3.731908,98.674992
Kota Tua 1,LK006-00000,Pekan Labuhan,127113,1271,0.91,371,34,2022,3.733714,98.674672
Kota Tua 2,LK009-00000,Pekan Labuhan,127113,1271,2.90,550,25,2022,3.738064,98.6747
Kota Tua 3,LK010-00000,Pekan Labuhan,127113,1271,3.11,646,20,2022,3.737733,98.674875
Kota Tua 4,LK012-00000,Pekan Labuhan,127113,1271,2.89,647,27,2022,3.738467,98.676783
Kota Tua 5,LK014-00000,Pekan Labuhan,127113,1271,2.32,290,31,2022,3.739759,98.676578
Kota Tua 6,LK015-00000,Pekan Labuhan,127113,1271,1.49,376,28,2022,3.730583,98.674678
Kota Tua 7,LK031-00000,Pekan Labuhan,127113,1271,1.56,426,26,2022,3.623186,98.668228
Pulo Brayan Kota 1,LK002-00000,Pulo Brayan Kota,127105,1271,1.00,716,23,2022,3.625542,98.667086
Pulo Brayan Kota 2,LK004-00000,Pulo Brayan Kota,127105,1271,1.61,301,19,2022,3.626247,98.665983
Pulo Brayan Kota 3,LK006-00000,Pulo Brayan Kota,127105,1271,1.03,554,20,2022,3.629236,98.667567
Pulo Brayan Kota 4,LK009-00000,Pulo Brayan Kota,127105,1271,0.42,973,20,2022,3.627719,98.670361
Pulo Brayan Kota 5,LK016-00000,Pulo Brayan Kota,127105,1271,1.25,102,21,2022,3.563414,98.721264
Menteng 1,LK003-00000,Medan Tenggara,127104,1271,0.65,2441,23,2022,3.560489,98.719092
Menteng 2,LK007- 00000,Medan Tenggara,127104,1271,1.30,1683,23,2022,3.570803,98.727019
Menteng 3,LK009-00000,Medan Tenggara,127104,1271,4.54,1877,19,2022,3.575139,98.724517
Denai 1,LK003-00000,Denai,127104,1271,2.74,1254,19,2022,3.578889,98.728875
Denai 2,LK006-00000,Denai,127104,1271,2.40,2240,20,2022,3.580742,98.72075
Denai 3,LK008-00000,Denai,127104,1271,0.50,1014,23,2022,3.574167,98.732486
Binjai 1,LK012-00000,Binjai,127104,1271,11.78,2103,20,2022,3.574114,98.71725
Binjai 2,LK013-00000,Binjai,127104,1271,4.10,1940,18,2022,3.574539,98.721631
Binjai 3,LK014-00000,Binjai,127104,1271,2.03,1683,20,2022,3.552999,98.712394
Binjai 4,LK019-00000,Binjai,127104,1271,3.34,1128,20,2022,3.578039,98.723594
Binjai 5,LK020-00000,Binjai,127104,1271,3.76,1856,23,2022,3.586461,98.701536
Timur 1,LK005-00000,Tegal Sari Mandala II,127104,1271,7.00,1404,25,2022,3.5858,98.715192
Timur 2,LK006-00000,Tegal Sari Mandala II,127104,1271,4.62,1982,36,2022,3.585011,98.715236
Timur 3,LK007-00000,Tegal Sari Mandala II,127104,1271,4.33,1357,20,2022,3.583661,98.731172
Timur 4,LK008-00000,Tegal Sari Mandala II,127104,1271,4.73,1176,27,2022,3.583128,98.718556
Timur 5,LK009-00000,Tegal Sari Mandala II,127104,1271,2.91,2068,19,2022,3.579897,98.710383
Timur 6,LK015-00000,Tegal Sari Mandala II,127104,1271,6.14,4954,19,2022,3.579803,98.70912
Timur 7,LK004-00000,Tegal Sari Mandala III,127104,1271,2.08,2575,31,2022,3.579017,98.708453
Timur 8,LK005-00000,Tegal Sari Mandala III,127104,1271,4.27,3098,23,2022,3.576128,98.71275
Timur 9,LK006-00000,Tegal Sari Mandala III,127104,1271,1.33,2584,23,2022,3.580903,98.709228
Timur 10,LK007-00000,Tegal Sari Mandala III,127104,1271,3.23,1971,23,2022,3.577208,98.713875
Timur 11,LK008-00000,Tegal Sari Mandala III,127104,1271,1.34,2309,27,2022,3.577017,98.706642
Timur 12,LK010-00000,Tegal Sari Mandala III,127104,1271,2.23,1997,21,2022,3.588681,98.706725
Timur 13,LK012-00000,Tegal Sari Mandala III,127104,1271,0.71,2995,22,2022,3.588483,98.70745
Timur 14,LK001-00000,Tegal Sari Mandala I,127104,1271,0.37,580,29,2022,3.584564,98.708697
Timur 15,LK005- 00000,Tegal Sari Mandala I,127104,1271,0.96,971,25,2022,3.583856,98.709475
Timur 16,LK006-00000,Tegal Sari Mandala I,127104,1271,0.60,389,27,2022,3.582256,98.710703
Timur 17,LK008-00000,Tegal Sari Mandala I,127104,1271,1.43,973,29,2022,3.58613,98.706994
Timur 18,LK009-00000,Tegal Sari Mandala I,127104,1271,1.44,916,30,2022,3.583342,98.706528
Timur 19,LK010-00000,Tegal Sari Mandala I,127104,1271,1.62,1005,25,2022,3.582786,98.705139
Timur 20,LK001-00000,Tegal Sari Mandala I,127110,1271,0.11,720,24,2022,3.588406,98.706828
Timur 21,LK009-00000,Tegal Sari Mandala I,127110,1271,0.71,428,28,2022,3.576519,98.707528
Timur 22,LK010-00000,Tegal Sari Mandala I,127110,1271,0.82,1573,34,2022,3.558017,98.665336
Timur 23,LK012-00000,Tegal Sari Mandala I,127110,1271,0.20,1028,22,2022,3.556819,98.6649
Timur 24,LK006-00000,Tegal Sari Ill,127110,1271,4.00,1049,21,2022,3.557875,98.680744
Polonia 1,LK009-00000,Polonia,127116,1271,5.55,2637,19,2022,3.5813,98.681603
Polonia 2,LK010-00000,Polonia,127116,1271,3.90,661,18,2022,3.578839,98.666606
Polonia 3,LK013-00000,Polonia,127116,1271,2.56,934,16,2022,3.618192,98.702978
Heritage 1,LK003-00000,Aur,127115,1271,2.56,1340,21,2022,3.616539,98.70313
Heritage 2,LK004-00000,Aur,127115,1271,1.35,1236,23,2022,3.615009,98.704871
Sidorejo Hilir 1,LK008-00000,Sidorejo Hilir,127114,1271,11.49,1217,19,2022,3.614267,98.705181
Sidorejo Hilir 2,LK009-00000,Si.doreja Hilir,127114,1271,7.71,652,21,2022,3.613236,98.704322
Sidorejo Hilir 3,LK010-00000,Sidorejo Hilir,127114,1271,6.42,851,21,2022,3.612469,98.703306
Sidorejo Hilir 4,LK011-00000,Sidorejo Hilir,127114,1271,5.09,630,23,2022,3.614267,98.705181
Sidorejo Hilir 5,LK012-00000,Sidorejo Hilir,127114,1271,5.84,1309,20,2022,3.613236,98.704322
Sidorejo Hilir 6,LK013-00000,Sidorejo Hilir,127114,1271,5.53,675,23,2022,3.612469,98.704417
Sidorejo Hilir 7,LK014-00000,Sidorejo Hilir,127114,1271,4.19,683,26,2022,3.611608,98.703861
,,,,,,,,,,
23. SIMALUNGUN,,,,,,,,,,
Perkotaan Parapat 1,Dusun 6,Parapat,120816,1208,15.60,2256,18,2022,2.663983,98.940961
Perkotaan Parapat 2,Dusun 7,Parapat,120816,1208,2.20,196,18,2022,2.663983,98.940961
Sibaganding Huta I,Huta I,Sibaganding,120816,1208,1.00,168,50,2022,2.678852,98.934077
Sibaganding Huta II,Huta II,Sibaganding,120816,1208,1.90,260,46,2022,2.691985,98.920610
Tiga Raja Lingkung 2,Lingkungan 2,Tiga Raja,120816,1208,1.50,212,18,2022,2.663616,98.930424
Sipangan Bolon Dusun I,Dusun I,Sipangan Bolon,120816,1208,2.50,292,36,2022,2.635981,98.979882
Sirube-rube - Dusun I,Dusun I,Sirube-rube,120820,1208,3.50,440,32,2022,2.811379,98.817183
Sirube-rube - Dusun II,Dusun II,Sirube-rube,120820,1208,0.90,140,46,2022,2.815982,98.813482
Sirube-rube - Dusun IV,Dusun IV,Sirube-rube,120820,1208,2.60,312,39,2022,2.822239,98.809001
Parik Sabungan 1,Dusun I,Parik Sabungan,120820,1208,3.60,520,23,2022,2.830702,98.797699
Parik Sabungan 2,Dusun 11,Parik Sabungan,120820,1208,2.40,404,23,2022,2.830702,98.797699
Sibotuan - Dusun II,Dusun II,Sibotuan,120820,1208,5.50,1156,22,2022,2.849531,98.832806
Silabah Jaya - Dusun IV,Dusun 1 Kp. Kristen,Silabah Jaya,120820,1208,1.20,164,48,2022,2.875115,98.855017
Silabah Jaya - Dusun IV,Dusun IV Durian Tempel,Silabah Jaya,120820,1208,1.40,196,42,2022,2.863310,98.841306
Tiga Ras - Dusun Perbalohan,Dusun Perbalohan,Tiga Ras,120820,1208,1.00,120,42,2022,2.794576,98.794554
Tiga Ras - Sarageras,Dusun Sarageras,Tiga Ras,120820,1208,1.90,308,31,2022,2.802872,98.782821
Pematang Bandar Huta II,Pematang-Bandar Huta 11,Pematang Bandar,120821,1208,1.90,236,54,2022,3.116511,99.237916
Saitbuttu - Dusun I,Dusun I,Saitbuttu,120810,1208,1.80,244,28,2022,2.828215,98.856815
Saritmattin - Dusun I,Dusun 1,Sarimattin,120810,1208,2.50,296,33,2022,2.832579,98.857549
Simantin - Huta ll,Huta II,Simantin,120810,1208,4.20,364,29,2022,2.868404,98.883189
Pematang Tambun-Raya Dusun I,Dusun 1,Pematang Tambun Raya,120810,1208,0.90,128,35,2022,2.775367,98.817976
Tiga Runggu 1,Dusun IX,Tiga Runggu,120814,1208,1.10,184,41,2022,2.867195,98.717485
Tiga Runggu 2,Dusun X,Tiga Runggu,120814,1208,0.70,100,0,2022,2.881084,98.731374
Perkotaan Purbadolok 1,Dusun Pernatang I,Purba Dolok,120814,1208,0.60,140,20,2022,2.863084,98.216440
Perkotaan Purbadolok 2,Dusun Pematang 11,Purba Dolok,120814,1208,5.60,824,20,2022,2.863084,98.716440
Purba Sipinggan - Dusun Purba Hinalang,Dusun Purba Hinalang,Purba Sipinggan,120814,1208,2.00,384,24,2022,2.916052,98.640776
Hinalang II,Dusun l,Hinalang,120814,1208,3.00,712,34,2022,2.884775,98.634643
Hinalang ll,Dusun II,Hinalang,120814,1208,2.90,648,34,2022,2.884775,98.634643
Hinalang I,Dusun IV,Hinalang,120814,1208,4.90,700,28,2022,2.917924,98.626826
Dolok Marlawan - Dusun I,Dusun 1,Dolok Marlawan,120801,1208,1.50,232,27,2022,2.967906,99.109156
Dolok Marlawan - Dusun VI,Dusun VI,Dolok Marlawan,120801,1208,1.30,260,33,2022,2.974775,99.112990
Dolok Marlawan - Dusun VII,Dusun Vll,Dolok Marlawan,120801,1208,2.00,336,32,2022,2.982711,99.118253
Karang Bangun - Rambung Merah 1,Dusun I,Karang Bangun,120801,1208,4.50,908,28,2022,2.979682,99.096486
Karang Bangun - Rambung Merah 2,Dusun Ill,Karang Bangun,120801,1208,12.50,2144,28,2022,2.979682,99.096486
Karang Bangun - Rambung Merah 3,Dusun IV,Karang Bangun,120801,1208,5.50,940,28,2022,2.979682,99.096486
Karang Bangun - Rambung Merah 4,Dusun IV,Ram bung Merah,120801,1208,0.70,940,28,2022,2.979682,99.096486
Perkotaan Pantoan Maju,Dusun III,Pantoan Maju,120801,1208,10.00,1352,26,2022,2.95871,99.120995
Pematang Simalungun,Dusun VIII,Pematang Stmalungun,120801,1208,11.00,1976,19,2022,2.973583,99.093128
Rambung Merah - Dusun Vl,Dusun VI,Rambung Merah,120801,1208,4.80,112,43,2022,2.974209,99.08706
Dolok Marlawan - Sejahtera 1,Dusun IV,Dolok Marlawan,120801,1208,5.80,1148,18,2022,2.967953,99.109156
Dolok Marlawan - Sejahtera 2,Dusun I,Sejahtera,120801,1208,2.50,532,18,2022,2.97134,99.106821
Dolok Marlawan - Sejahtera 3,Dusun II,Sejahtera,120801,1208,4.90,896,18,2022,2.97134,99.106821
Dolok Marlawan - Sejahtera 4,Dusun III,Sejahtera,120801,1208,5.30,796,18,2022,2.97134,99.106821
Siantar Estate,Dusun Melati,Siantar Estate,120801,1208,12.20,1128,18,2022,2.96108,99.091697
Pematang Silampuyang  - III,Huta VI Sidodadi,Silampuyang,120801,1208,5.70,936,22,2022,2.901917,99.052327
Pematang Silampuyang - I,Dusun I,Pematang Silampuyang,120801,1208,2.20,320,23,2022,2.880937,99.036034
Pematang Silampuyang - I,Dusun III,Pematang Silampuyang,120801,1208,0.50,212,23,2022,2.880937,99.036034
Pematang Silampuyang - II,Dusun IV,Pematang Silampuyang,120801,1208,1.01,208,26,2022,2.882575,99.041282
Laras Dua - I,Huta II Sidomulyo,Laras Dua,120801,1208,1.00,164,26,2022,2.975877,99.131927
Laras Dua - II,Huta IV Janji Matogu,Laras Dua,120801,1208,1.4,208,24,2022,2.986118,99.139037
Dolok Hataran - Dusun IV,Dusun IV,Dolok Hataran,120801,1208,12.30,1184,22,2022,2.962637,99.149021
Dolok Hataran - Dusun V,Dusun V,Dolok Hataran,120801,1208,3.50,556,23,2022,2.954753,99.147731
Dolok Hataran - Dusun VI,Dusun VI,Dolok Hataran,120801,1208,3.50,440,16,2022,2.94869,99.149464
Marihat Baris - Dusun Ill,Dusun III,Marihat Baris,120801,1208,4.90,824,39,2022,2.957822,99.112461
Sitalasari - Nusa Harapan 1,Dusun V,Lestari indah,120801,1208,2.50,628,21,2022,2.975176,99.129045
Sitalasari - Nusa Harapan 2,Dusun IV,Sejahtera,120801,1208,9.90,1588,21,2022,2.975176,99.129045
Sitalasari - Nusa Harapan 3,Dusun VI,Nusa Harapan,120801,1208,11.70,2880,21,2022,2.975176,99.129045
Sitalasari - Nusa Harapan 4,Dusun Jambu,Sitalasari,120801,1208,3.60,980,21,2022,2.975176,99.129045
Sitalasari - Nusa Harapan 5,Dusun Kedondong,Sitalasari,120801,1208,8.60,1988,21,2022,2.975176,99.129045
Sitalasari - Nusa Harapan 6,Huta I Cinta Mulia,Laras Dua,120801,1208,1.00,272,21,2022,2.975176,99.129045
Sitalasari - Nusa Harapan 7,Dusun Siderejo,Sitalasari,120801,1208,8.10,1712,21,2022,2.975176,99.129045
Silau Manik,Dusun IV,Silau Manik,120801,1208,2.10,316,34,2022,2.91754,99.115705
Perkotaan Perdagangan 1,Lingkungan III,Perdagangan I,120823,1208,11.20,1184,20,2022,3.160891,99.328919
Perkotaan Perdagangan 2,Lingkungan IV,Perdagangan I,120823,1208,5.90,680,20,2022,3.160891,99.328919
Perdagangan I - Lingkungan V,Lingkungan V,Perdagangan I,120823,1208,2.50,236,44,2022,3.162952,99.336666
Perdagangan II - Huta III,Huta III,Perdagangan II,120823,1208,2.60,244,43,2022,3.168853,99.352718
Tiga Bolon - Huta 4,Huta 4,Tiga Bolon,120809,1208,1.60,212,40,2022,2.869988,98.980341
Perkotaan Sarimatondang,Lingkungan 8,Sari Matondang,120809,1208,15.90,2380,18,2022,2.861847,98.918148
Haranggaol I,Lingkungan 6 Haranggaol,Haranggaol,120815,1208,2.00,320,17,2022,2.877434,98.678902
Perkotaan Saribudolok 1,Dusun 23,Saribudolok,120825,1208,6.20,884,23,2022,2.938849,98.611664
Perkotaan Saribudolok 2,Dusun 5,Saribudolok,120825,1208,5.70,528,23,2022,2.938849,98.611664
Perkotaan Saribudolok 3,Dusun 8,Saribudolok,120825,1208,2.00,280,23,2022,2.938849,98.611664
Perkotaan Serbalawan,Dusun 1,Serba Lawan,120817,1208,16.30,1732,16,2022,3.123886,99.142001
Dolok Merangir I - Huta Gedai Batu,Huta Gedai Batu,Dolok Merangir I,120817,1208,4.20,520,29,2022,3.117184,99.116772
Bandar Selamat 1,Huta II,Bandar Selamat,120817,1208,6.80,812,28,2022,3.110946,99.149296
Bandar Selamat 2,Huta III,Bandar Selamat,120817,1208,5.30,528,28,2022,3.110946,99.149296
Bandar Masilam - Huta Sei Langgih,Huta Sei Langgih,Bandar Masilam,120824,1208,3.80,568,28,2022,3.228505,99.269073
Sinaksak - Lingkungan II,Lingkungan III,Sinaksak,120828,1208,1.50,308,34,2022,3.016634,99.084566
Sinaksak - Lingkungan X,Lingkungan X,Sinaksak,120828,1208,3.40,488,22,2022,3.021279,99.093316
Marihat Butar - Dusun III,Dusun III,Marihat Butar,120808,1208,6.00,664,42,2022,2.990381,99.318656
Marihat Butar - Dusun V,Dusun V,Marihat Butar,120808,1208,3.80,436,27,2022,2.984522,99.316317
Marihat Butar - Dusun VI,Dusun VI,Marihat Butar,120808,1208,3.50,412,30,2022,2.979847,99.317991
Sei Mangkei 1,Huta IV,Sei Mangkei,120808,1208,9.70,960,22,2022,3.145137,99.330949
Sei Mangkei 2,Huta V,Sei Mangkei,120808,1208,3.40,384,22,2022,3.145137,99.330949
Boluk - Dusun I,Dusun I,Boluk,120808,1208,3.50,508,47,2022,3.074207,99.343926
